      material  location  period     label       f_0     res_1       f_1  \
33   -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
34   -0.073341  0.133952 -0.073952  0.135367 -0.075367  0.136630 -0.076630   
35   -0.083341  0.133952 -0.083952  0.125279 -0.075279  0.117473 -0.067473   
36    0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
37    0.011670  0.138942  0.011058  0.140356  0.009644  0.141620  0.008380   
38   -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
39   -0.053341  0.133952 -0.053952  0.135367 -0.055367  0.136630 -0.056630   
40   -0.063341  0.133952 -0.063952  0.127204 -0.057204  0.121131 -0.051131   
41   -0.054557  0.146168 -0.055168  0.147583 -0.056583  0.148847 -0.057847   
42    0.014443  0.146168  0.013832  0.147583  0.012417  0.148847  0.011153   
43    0.184443  0.146168  0.183832  0.147583  0.182417  0.148847  0.181153   
44    0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
45   -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
46   -0.033341  0.133952 -0.033952  0.135367 -0.035367  0.136630 -0.036630   
47   -0.060141  0.133952 -0.060752  0.127852 -0.054652  0.120750 -0.047550   
48   -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
49   -0.042330  0.138942 -0.042942  0.140356 -0.044356  0.141620 -0.045620   
50   -0.070330  0.138942 -0.070942  0.140356 -0.072356  0.141620 -0.073620   
51   -0.064341  0.133952 -0.064952  0.135367 -0.066367  0.136630 -0.067630   
52   -0.064341  0.133952 -0.064952  0.127852 -0.058852  0.120750 -0.051750   
53   -0.058330  0.138942 -0.058942  0.140356 -0.060356  0.141620 -0.061620   
54   -0.088330  0.138942 -0.088942  0.140356 -0.090356  0.141620 -0.091620   
55   -0.098330  0.138942 -0.098942  0.140356 -0.100356  0.141620 -0.101620   
56   -0.103341  0.133952 -0.103952  0.135367 -0.105367  0.136630 -0.106630   
57    0.111670  0.138942  0.111058  0.140356  0.109644  0.141620  0.108380   
58    0.031670  0.138942  0.031058  0.140356  0.029644  0.141620  0.028380   
59   -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
60   -0.083341  0.133952 -0.083952  0.135367 -0.085367  0.136630 -0.086630   
61   -0.093341  0.133952 -0.093952  0.125279 -0.085279  0.117473 -0.077473   
62   -0.018330  0.138942 -0.018942  0.140356 -0.020356  0.141620 -0.021620   
63   -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
64   -0.098330  0.138942 -0.098942  0.140356 -0.100356  0.141620 -0.101620   
65   -0.103341  0.133952 -0.103952  0.135367 -0.105367  0.136630 -0.106630   
66   -0.123341  0.133952 -0.123952  0.127204 -0.117204  0.121131 -0.111131   
67   -0.084557  0.146168 -0.085168  0.147583 -0.086583  0.148847 -0.087847   
68   -0.083557  0.146168 -0.084168  0.147583 -0.085583  0.148847 -0.086847   
69   -0.094557  0.146168 -0.095168  0.147583 -0.096583  0.148847 -0.097847   
70   -0.110557  0.146168 -0.111168  0.147583 -0.112583  0.148847 -0.113847   
71   -0.114557  0.146168 -0.115168  0.140068 -0.109068  0.132966 -0.101966   
72    0.131670  0.138942  0.131058  0.140356  0.129644  0.141620  0.128380   
73    0.071670  0.138942  0.071058  0.140356  0.069644  0.141620  0.068380   
74    0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
75   -0.013341  0.133952 -0.013952  0.135367 -0.015367  0.136630 -0.016630   
76   -0.093330  0.138942 -0.093942  0.140356 -0.095356  0.141620 -0.096620   
77   -0.090330  0.138942 -0.090942  0.140356 -0.092356  0.141620 -0.093620   
78   -0.102330  0.138942 -0.102942  0.140356 -0.104356  0.141620 -0.105620   
79   -0.099341  0.133952 -0.099952  0.135367 -0.101367  0.136630 -0.102630   
80   -0.075341  0.133952 -0.075952  0.127852 -0.069852  0.120750 -0.062750   
81   -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
82    0.101670  0.138942  0.101058  0.140356  0.099644  0.141620  0.098380   
83    0.161670  0.138942  0.161058  0.140356  0.159644  0.141620  0.158380   
84    0.136659  0.133952  0.136048  0.135367  0.134633  0.136630  0.133370   
85    0.121670  0.138942  0.121058  0.140356  0.119644  0.141620  0.118380   
86    0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
87   -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
88   -0.063341  0.133952 -0.063952  0.135367 -0.065367  0.136630 -0.066630   
89   -0.083341  0.133952 -0.083952  0.125279 -0.075279  0.117473 -0.067473   
90    0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
91    0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
92   -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
93   -0.033341  0.133952 -0.033952  0.135367 -0.035367  0.136630 -0.036630   
94   -0.053341  0.133952 -0.053952  0.127204 -0.047204  0.121131 -0.041131   
95   -0.025557  0.146168 -0.026168  0.147583 -0.027583  0.148847 -0.028847   
96    0.194443  0.146168  0.193832  0.147583  0.192417  0.148847  0.191153   
97    0.244443  0.146168  0.243832  0.147583  0.242417  0.148847  0.241153   
98    0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
99    0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
100  -0.018330  0.138942 -0.018942  0.140356 -0.020356  0.141620 -0.021620   
101  -0.042341  0.133952 -0.042952  0.135367 -0.044367  0.136630 -0.045630   
102  -0.067341  0.133952 -0.067952  0.127852 -0.061852  0.122920 -0.056920   
103  -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
104  -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
105  -0.065330  0.138942 -0.065942  0.140356 -0.067356  0.141620 -0.068620   
106  -0.076341  0.133952 -0.076952  0.135367 -0.078367  0.136630 -0.079630   
107  -0.059341  0.133952 -0.059952  0.127852 -0.053852  0.122920 -0.048920   
108   0.341670  0.138942  0.341058  0.140356  0.339644  0.141620  0.338380   
109   0.451670  0.138942  0.451058  0.140356  0.449644  0.141620  0.448380   
110   0.381670  0.138942  0.381058  0.140356  0.379644  0.141620  0.378380   
111   0.141670  0.138942  0.141058  0.140356  0.139644  0.141620  0.138380   
112   0.031670  0.138942  0.031058  0.140356  0.029644  0.141620  0.028380   
113  -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
114  -0.053341  0.133952 -0.053952  0.135367 -0.055367  0.136630 -0.056630   
115  -0.083341  0.133952 -0.083952  0.125279 -0.075279  0.117473 -0.067473   
116   0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
117   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
118  -0.018330  0.138942 -0.018942  0.140356 -0.020356  0.141620 -0.021620   
119  -0.033341  0.133952 -0.033952  0.135367 -0.035367  0.136630 -0.036630   
120  -0.043341  0.133952 -0.043952  0.127204 -0.037204  0.121131 -0.031131   
121   0.034443  0.146168  0.033832  0.147583  0.032417  0.148847  0.031153   
122   0.414443  0.146168  0.413832  0.147583  0.412417  0.148847  0.411153   
123   0.454443  0.146168  0.453832  0.147583  0.452417  0.148847  0.451153   
124   0.071670  0.138942  0.071058  0.140356  0.069644  0.141620  0.068380   
125   0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
126  -0.018330  0.138942 -0.018942  0.140356 -0.020356  0.141620 -0.021620   
127  -0.038341  0.133952 -0.038952  0.135367 -0.040367  0.136630 -0.041630   
128  -0.064341  0.133952 -0.064952  0.127852 -0.058852  0.122920 -0.053920   
129  -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
130  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
131  -0.065330  0.138942 -0.065942  0.140356 -0.067356  0.141620 -0.068620   
132  -0.076341  0.133952 -0.076952  0.135367 -0.078367  0.136630 -0.079630   
133  -0.077341  0.133952 -0.077952  0.127852 -0.071852  0.122920 -0.066920   
134  -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
135   0.031670  0.138942  0.031058  0.140356  0.029644  0.141620  0.028380   
136   0.171670  0.138942  0.171058  0.140356  0.169644  0.141620  0.168380   
137   0.196659  0.133952  0.196048  0.135367  0.194633  0.136630  0.193370   
138   0.111670  0.138942  0.111058  0.140356  0.109644  0.141620  0.108380   
139   0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
140  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
141  -0.073341  0.133952 -0.073952  0.135367 -0.075367  0.136630 -0.076630   
142  -0.083341  0.133952 -0.083952  0.125279 -0.075279  0.117473 -0.067473   
143   0.031670  0.138942  0.031058  0.140356  0.029644  0.141620  0.028380   
144   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
145  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
146  -0.043341  0.133952 -0.043952  0.135367 -0.045367  0.136630 -0.046630   
147  -0.063341  0.133952 -0.063952  0.127204 -0.057204  0.121131 -0.051131   
148  -0.035557  0.146168 -0.036168  0.147583 -0.037583  0.148847 -0.038847   
149   0.194443  0.146168  0.193832  0.147583  0.192417  0.148847  0.191153   
150   0.274443  0.146168  0.273832  0.147583  0.272417  0.148847  0.271153   
151   0.344443  0.146168  0.343832  0.147583  0.342417  0.148847  0.341153   
152   0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
153   0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
154   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
155  -0.036341  0.133952 -0.036952  0.135367 -0.038367  0.136630 -0.039630   
156  -0.060341  0.133952 -0.060952  0.127852 -0.054852  0.122920 -0.049920   
157  -0.028330  0.138942 -0.028942  0.140356 -0.030356  0.141620 -0.031620   
158  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
159  -0.060330  0.138942 -0.060942  0.140356 -0.062356  0.141620 -0.063620   
160  -0.082341  0.133952 -0.082952  0.135367 -0.084367  0.136630 -0.085630   
161  -0.065341  0.133952 -0.065952  0.127852 -0.059852  0.122920 -0.054920   
162  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
163  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
164   0.081670  0.138942  0.081058  0.140356  0.079644  0.141620  0.078380   
165   0.116659  0.133952  0.116048  0.135367  0.114633  0.136630  0.113370   
166   0.121670  0.138942  0.121058  0.140356  0.119644  0.141620  0.118380   
167   0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
168  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
169  -0.073341  0.133952 -0.073952  0.135367 -0.075367  0.136630 -0.076630   
170  -0.083341  0.133952 -0.083952  0.125279 -0.075279  0.117473 -0.067473   
171   0.051670  0.138942  0.051058  0.140356  0.049644  0.141620  0.048380   
172   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
173  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
174  -0.053341  0.133952 -0.053952  0.135367 -0.055367  0.136630 -0.056630   
175  -0.063341  0.133952 -0.063952  0.127204 -0.057204  0.121131 -0.051131   
176  -0.055557  0.146168 -0.056168  0.147583 -0.057583  0.148847 -0.058847   
177  -0.049557  0.146168 -0.050168  0.147583 -0.051583  0.148847 -0.052847   
178   0.174443  0.146168  0.173832  0.147583  0.172417  0.148847  0.171153   
179   0.174443  0.146168  0.173832  0.147583  0.172417  0.148847  0.171153   
180   0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
181  -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
182  -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
183  -0.035341  0.133952 -0.035952  0.135367 -0.037367  0.136630 -0.038630   
184  -0.060341  0.133952 -0.060952  0.127852 -0.054852  0.122920 -0.049920   
185   0.011670  0.138942  0.011058  0.140356  0.009644  0.141620  0.008380   
186  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
187  -0.056330  0.138942 -0.056942  0.140356 -0.058356  0.141620 -0.059620   
188  -0.076341  0.133952 -0.076952  0.135367 -0.078367  0.136630 -0.079630   
189  -0.053341  0.133952 -0.053952  0.127852 -0.047852  0.122920 -0.042920   
190  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
191  -0.058330  0.138942 -0.058942  0.140356 -0.060356  0.141620 -0.061620   
192   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
193   0.066659  0.133952  0.066048  0.135367  0.064633  0.136630  0.063370   
194   0.091670  0.138942  0.091058  0.140356  0.089644  0.141620  0.088380   
195   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
196  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
197  -0.073341  0.133952 -0.073952  0.135367 -0.075367  0.136630 -0.076630   
198  -0.083341  0.133952 -0.083952  0.125279 -0.075279  0.117473 -0.067473   
199   0.041670  0.138942  0.041058  0.140356  0.039644  0.141620  0.038380   
200  -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
201  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
202  -0.053341  0.133952 -0.053952  0.135367 -0.055367  0.136630 -0.056630   
203  -0.063341  0.133952 -0.063952  0.127204 -0.057204  0.121131 -0.051131   
204  -0.067557  0.146168 -0.068168  0.147583 -0.069583  0.148847 -0.070847   
205  -0.073557  0.146168 -0.074168  0.147583 -0.075583  0.148847 -0.076847   
206   0.074443  0.146168  0.073832  0.147583  0.072417  0.148847  0.071153   
207   0.104443  0.146168  0.103832  0.147583  0.102417  0.148847  0.101153   
208   0.031670  0.138942  0.031058  0.140356  0.029644  0.141620  0.028380   
209   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
210  -0.018330  0.138942 -0.018942  0.140356 -0.020356  0.141620 -0.021620   
211  -0.033341  0.133952 -0.033952  0.135367 -0.035367  0.136630 -0.036630   
212  -0.048341  0.133952 -0.048952  0.127852 -0.042852  0.122920 -0.037920   
213   0.001670  0.138942  0.001058  0.140356 -0.000356  0.141620 -0.001620   
214  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
215  -0.058330  0.138942 -0.058942  0.140356 -0.060356  0.141620 -0.061620   
216  -0.062341  0.133952 -0.062952  0.135367 -0.064367  0.136630 -0.065630   
217  -0.067341  0.133952 -0.067952  0.127852 -0.061852  0.122920 -0.056920   
218  -0.058330  0.138942 -0.058942  0.140356 -0.060356  0.141620 -0.061620   
219  -0.058330  0.138942 -0.058942  0.140356 -0.060356  0.141620 -0.061620   
220  -0.008330  0.138942 -0.008942  0.140356 -0.010356  0.141620 -0.011620   
221   0.056659  0.133952  0.056048  0.135367  0.054633  0.136630  0.053370   
222   0.111670  0.138942  0.111058  0.140356  0.109644  0.141620  0.108380   
223   0.011670  0.138942  0.011058  0.140356  0.009644  0.141620  0.008380   
224  -0.048330  0.138942 -0.048942  0.140356 -0.050356  0.141620 -0.051620   
225  -0.083341  0.133952 -0.083952  0.135367 -0.085367  0.136630 -0.086630   
226  -0.093341  0.133952 -0.093952  0.125279 -0.085279  0.117473 -0.077473   
227   0.021670  0.138942  0.021058  0.140356  0.019644  0.141620  0.018380   
228  -0.018330  0.138942 -0.018942  0.140356 -0.020356  0.141620 -0.021620   
229  -0.038330  0.138942 -0.038942  0.140356 -0.040356  0.141620 -0.041620   
230  -0.063341  0.133952 -0.063952  0.135367 -0.065367  0.136630 -0.066630   
231  -0.063341  0.133952 -0.063952  0.127204 -0.057204  0.121131 -0.051131   
232  -0.067557  0.146168 -0.068168  0.147583 -0.069583  0.148847 -0.070847   
233  -0.059557  0.146168 -0.060168  0.147583 -0.061583  0.148847 -0.062847   
234   0.104443  0.146168  0.103832  0.147583  0.102417  0.148847  0.101153   
235   0.154443  0.146168  0.153832  0.147583  0.152417  0.148847  0.151153   
